Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2020-08-19,0.2283,0.22859,0.22659,0.22708
2020-08-20,0.22709,0.2283,0.22683,0.22807
2020-08-21,0.22809,0.22837,0.22664,0.22672
2020-08-24,0.22674,0.22785,0.22638,0.22757
2020-08-25,0.22762,0.22804,0.22709,0.2274
2020-08-26,0.2274,0.22762,0.22603,0.22664
2020-08-27,0.22664,0.22749,0.22617,0.22674
2020-08-28,0.22675,0.22821,0.22653,0.2279
2020-08-31,0.22794,0.22806,0.22716,0.22743
2020-09-01,0.22742,0.2281,0.22732,0.2278
2020-09-02,0.22782,0.22806,0.22617,0.22655
2020-09-03,0.22658,0.22674,0.22509,0.22544
2020-09-04,0.22544,0.22552,0.22368,0.22456
2020-09-07,0.22415,0.2256,0.22391,0.22548
2020-09-08,0.22547,0.22559,0.22419,0.22455
2020-09-09,0.22462,0.22528,0.22419,0.22523
2020-09-10,0.22523,0.22529,0.22415,0.22449
2020-09-11,0.22449,0.2252,0.22437,0.22462
2020-09-14,0.22478,0.22519,0.22455,0.22493
2020-09-15,0.22491,0.2255,0.22435,0.22444
2020-09-16,0.22445,0.22503,0.22437,0.2247
2020-09-17,0.22471,0.22483,0.22416,0.22448
2020-09-18,0.22448,0.22482,0.22407,0.22437
2020-09-21,0.22435,0.22498,0.2222,0.2225
2020-09-22,0.22251,0.22324,0.22148,0.22298
2020-09-23,0.22293,0.22313,0.22129,0.22158
2020-09-24,0.22166,0.2218,0.21918,0.21969
2020-09-25,0.21965,0.2201,0.2192,0.21979
2020-09-28,0.21985,0.22017,0.21786,0.21814
2020-09-29,0.21811,0.22174,0.21753,0.22078
2020-09-30,0.22077,0.22114,0.21988,0.22079
2020-10-01,0.22079,0.22352,0.22064,0.22318
2020-10-02,0.22315,0.22327,0.22181,0.2221
2020-10-05,0.22225,0.22318,0.22198,0.22245
2020-10-06,0.22248,0.22353,0.22223,0.22287
2020-10-07,0.2229,0.22357,0.22253,0.22307
2020-10-08,0.22305,0.22344,0.22256,0.22272
2020-10-09,0.22269,0.22419,0.22269,0.22383
2020-10-12,0.22388,0.22445,0.2227,0.22435
2020-10-13,0.22435,0.22444,0.22235,0.22254
2020-10-14,0.22257,0.22301,0.22125,0.22162
2020-10-15,0.22161,0.22172,0.21922,0.21987
2020-10-16,0.21988,0.22061,0.21828,0.21992
2020-10-19,0.21991,0.22049,0.21842,0.21861
2020-10-20,0.21861,0.21931,0.21782,0.21917
2020-10-21,0.21919,0.21966,0.21766,0.21869
2020-10-22,0.21867,0.21901,0.21776,0.21866
2020-10-23,0.21869,0.21894,0.21784,0.21888
2020-10-26,0.21886,0.21922,0.21803,0.21837
2020-10-27,0.2184,0.2186,0.21777,0.21806
2020-10-28,0.21804,0.21821,0.21573,0.21591
2020-10-29,0.21592,0.21704,0.21526,0.21618
2020-10-30,0.21623,0.21723,0.21591,0.21711
2020-11-02,0.21698,0.21781,0.21659,0.21735
2020-11-03,0.21736,0.2207,0.21718,0.22006
2020-11-04,0.22012,0.22094,0.21727,0.22032
2020-11-05,0.22036,0.22193,0.21993,0.22094
2020-11-06,0.22089,0.22215,0.22016,0.22199
2020-11-09,0.22197,0.22421,0.22196,0.2232
2020-11-10,0.22317,0.2234,0.22168,0.22222
2020-11-11,0.22221,0.22336,0.22184,0.22306
2020-11-12,0.22305,0.22329,0.22247,0.22267
2020-11-13,0.22267,0.22315,0.22215,0.22308
2020-11-16,0.22307,0.22413,0.22243,0.22375
2020-11-17,0.22377,0.22378,0.22208,0.22279
2020-11-18,0.2228,0.22397,0.22261,0.22388
2020-11-19,0.22386,0.22413,0.22309,0.22376
2020-11-20,0.22373,0.22427,0.22343,0.22389
2020-11-23,0.22387,0.22419,0.22325,0.22364
2020-11-24,0.22373,0.22425,0.2235,0.22399
2020-11-25,0.22399,0.22418,0.22343,0.22399
2020-11-26,0.22398,0.224,0.22327,0.22344
2020-11-27,0.22339,0.22348,0.22254,0.22293
2020-11-30,0.22277,0.22381,0.22269,0.22327
2020-12-01,0.22326,0.22504,0.22303,0.22475
2020-12-02,0.22474,0.22503,0.22265,0.22329
2020-12-03,0.22333,0.22403,0.22294,0.2237
2020-12-04,0.22376,0.22398,0.22315,0.22382
2020-12-07,0.2237,0.22417,0.22311,0.22348
2020-12-08,0.22349,0.22492,0.22281,0.22481
2020-12-09,0.22481,0.22637,0.22466,0.22557
2020-12-10,0.22557,0.22624,0.22551,0.22586
2020-12-11,0.22587,0.22606,0.22461,0.22495
2020-12-14,0.22506,0.2258,0.22399,0.22516
2020-12-15,0.2252,0.22563,0.22474,0.22525
2020-12-16,0.22522,0.22583,0.22484,0.22531
2020-12-17,0.22529,0.22582,0.225,0.22526
2020-12-18,0.22527,0.22541,0.22134,0.22358
2020-12-21,0.22331,0.22338,0.22098,0.22239
2020-12-22,0.22237,0.22265,0.22148,0.22197
2020-12-23,0.22195,0.22272,0.22168,0.22198
2020-12-24,0.222,0.22246,0.22175,0.22205
2020-12-28,0.22218,0.22317,0.22135,0.22255
2020-12-29,0.2226,0.22337,0.21879,0.22036
2020-12-30,0.22036,0.22151,0.21719,0.21831
2020-12-31,0.21832,0.21999,0.21634,0.21919
2021-01-04,0.21922,0.22092,0.21911,0.21947
2021-01-05,0.21948,0.22082,0.2192,0.22043
2021-01-06,0.22044,0.22187,0.22035,0.22087
2021-01-07,0.22087,0.22248,0.22073,0.22132
2021-01-08,0.22131,0.22185,0.22077,0.22176
2021-01-11,0.22169,0.22179,0.22058,0.22097
2021-01-12,0.22098,0.22139,0.22073,0.22113
2021-01-13,0.22113,0.22126,0.21998,0.22022
2021-01-14,0.22024,0.22057,0.21969,0.22021
2021-01-15,0.22019,0.22045,0.21973,0.22034
2021-01-18,0.22032,0.2209,0.21984,0.22054
2021-01-19,0.2205,0.22094,0.22033,0.22055
2021-01-20,0.22054,0.2211,0.21982,0.22051
2021-01-21,0.22054,0.22093,0.22041,0.2206
2021-01-22,0.22065,0.22079,0.22003,0.22023
2021-01-25,0.22031,0.22063,0.22005,0.22027
2021-01-26,0.22026,0.2203,0.21958,0.22006
2021-01-27,0.22011,0.22013,0.21951,0.21983
2021-01-28,0.21985,0.22036,0.21921,0.2202
2021-01-29,0.22018,0.22137,0.22006,0.22126
2021-02-01,0.22123,0.22227,0.22095,0.22172
2021-02-02,0.22175,0.22351,0.22161,0.22316
2021-02-03,0.22315,0.22356,0.22243,0.22296
2021-02-04,0.22295,0.22301,0.222,0.22218
2021-02-05,0.22219,0.22299,0.22199,0.2229
2021-02-08,0.22291,0.22354,0.22271,0.22334
2021-02-09,0.22332,0.22357,0.22305,0.22346
2021-02-10,0.22346,0.22366,0.22247,0.22268
2021-02-11,0.22264,0.22265,0.22185,0.22213
2021-02-12,0.22213,0.2225,0.22178,0.22232
2021-02-15,0.22229,0.2232,0.22227,0.223
2021-02-16,0.22298,0.22304,0.22218,0.22251
2021-02-17,0.22251,0.22282,0.22196,0.22263
2021-02-18,0.22262,0.22329,0.22237,0.22272
2021-02-19,0.22277,0.22325,0.22253,0.22309
2021-02-22,0.22297,0.2232,0.22226,0.22253
2021-02-23,0.22265,0.22265,0.22174,0.2218
2021-02-24,0.22181,0.22203,0.22102,0.22192
2021-02-25,0.22191,0.2221,0.22095,0.22135
2021-02-26,0.22135,0.22184,0.22085,0.22121
2021-03-01,0.22117,0.22173,0.22041,0.22051
2021-03-02,0.22052,0.22079,0.22009,0.22025
2021-03-03,0.22026,0.22069,0.21964,0.22014
2021-03-04,0.22014,0.22014,0.21887,0.21917
2021-03-05,0.21918,0.21927,0.21741,0.21801
2021-03-08,0.21789,0.21822,0.21721,0.2175
2021-03-09,0.21749,0.21922,0.21744,0.2188
2021-03-10,0.21881,0.21903,0.21838,0.2185
2021-03-11,0.21852,0.21912,0.21796,0.21818
2021-03-12,0.21819,0.21836,0.21749,0.21814
2021-03-15,0.21823,0.21839,0.21777,0.21786
2021-03-16,0.21787,0.21793,0.21747,0.21761
2021-03-17,0.21762,0.21764,0.21656,0.21752
2021-03-18,0.21752,0.21765,0.21605,0.21642
2021-03-19,0.21641,0.21685,0.21623,0.21672
2021-03-22,0.21634,0.21775,0.21624,0.21754
2021-03-23,0.21754,0.21813,0.21643,0.21649
2021-03-24,0.21653,0.21666,0.21576,0.21605
2021-03-25,0.21605,0.21619,0.21517,0.21577
2021-03-26,0.21579,0.21621,0.21502,0.21545
2021-03-29,0.21551,0.21607,0.21375,0.21399
2021-03-30,0.21403,0.21534,0.21399,0.21474
2021-03-31,0.21474,0.21597,0.21417,0.21587
2021-04-01,0.21587,0.21807,0.21569,0.21776
2021-04-05,0.21723,0.21826,0.21696,0.21771
2021-04-06,0.21771,0.21803,0.21706,0.21783
2021-04-07,0.21783,0.21918,0.21717,0.21859
2021-04-08,0.21859,0.22029,0.21857,0.21996
2021-04-09,0.21995,0.22095,0.21957,0.22074
2021-04-12,0.2206,0.22122,0.22043,0.2208
2021-04-13,0.22086,0.22091,0.21866,0.219
2021-04-14,0.21903,0.21979,0.21895,0.21949
2021-04-15,0.2195,0.21983,0.21921,0.21975
2021-04-16,0.21976,0.22024,0.21945,0.22007
2021-04-19,0.22001,0.22027,0.21951,0.21969
2021-04-20,0.21967,0.21997,0.2194,0.21965
2021-04-21,0.21967,0.21996,0.21915,0.21949
2021-04-22,0.21949,0.21966,0.21903,0.21918
2021-04-23,0.21923,0.21958,0.21879,0.21954
2021-04-26,0.21967,0.21975,0.21919,0.21937
2021-04-27,0.2194,0.2197,0.21861,0.2189
2021-04-28,0.2189,0.21895,0.21772,0.21845
2021-04-29,0.21843,0.21915,0.218,0.21896
2021-04-30,0.21893,0.21987,0.21875,0.21936
2021-05-03,0.21935,0.22038,0.21929,0.22019
2021-05-04,0.2202,0.22035,0.21908,0.21945
2021-05-05,0.21942,0.21966,0.21816,0.21865
2021-05-06,0.21863,0.219,0.21783,0.21875
2021-05-07,0.21875,0.21982,0.218,0.21954
2021-05-10,0.21972,0.21977,0.2185,0.21936
2021-05-11,0.21937,0.2203,0.2188,0.22016
2021-05-12,0.22016,0.22042,0.21945,0.21954
2021-05-13,0.21955,0.22118,0.21946,0.22083
2021-05-14,0.22083,0.22131,0.22025,0.2208
2021-05-17,0.22078,0.22133,0.21999,0.22089
2021-05-18,0.22091,0.22144,0.22054,0.22118
2021-05-19,0.22117,0.22147,0.22062,0.22118
2021-05-20,0.22117,0.22275,0.22093,0.22251
2021-05-21,0.22253,0.22297,0.22199,0.2224
2021-05-24,0.22252,0.22324,0.22245,0.22302
2021-05-25,0.22302,0.22331,0.22287,0.22308
2021-05-26,0.2231,0.22323,0.22207,0.22217
2021-05-27,0.22215,0.22316,0.22206,0.22257
2021-05-28,0.22261,0.22319,0.2225,0.22304
2021-05-31,0.22302,0.22332,0.2228,0.22327
2021-06-01,0.2233,0.22431,0.22313,0.22418
2021-06-02,0.22417,0.22446,0.22361,0.22428
2021-06-03,0.22428,0.22483,0.22394,0.22441
2021-06-04,0.22439,0.22449,0.22345,0.22428
2021-06-07,0.22426,0.22504,0.22355,0.22391
2021-06-08,0.22389,0.22413,0.22351,0.22406
2021-06-09,0.22405,0.22468,0.22335,0.22368
2021-06-10,0.22368,0.22391,0.22284,0.22374
2021-06-11,0.22374,0.22391,0.2221,0.2222
2021-06-14,0.22251,0.22286,0.22118,0.22152
2021-06-15,0.22153,0.22219,0.22055,0.2209
2021-06-16,0.22089,0.22242,0.22062,0.22104
2021-06-17,0.22102,0.22105,0.21927,0.21937
2021-06-18,0.21937,0.22028,0.21909,0.21973
2021-06-21,0.21961,0.2211,0.21957,0.22087
2021-06-22,0.22086,0.22162,0.22,0.22151
2021-06-23,0.2215,0.22188,0.22018,0.22137
2021-06-24,0.22145,0.22148,0.2202,0.22132
2021-06-25,0.22131,0.22201,0.22112,0.22156
2021-06-28,0.22143,0.22226,0.2214,0.22214
2021-06-29,0.22213,0.22248,0.22098,0.22127
2021-06-30,0.2213,0.22188,0.22094,0.22126
2021-07-01,0.22126,0.222,0.22094,0.22155
2021-07-02,0.22153,0.22222,0.22068,0.2218
2021-07-05,0.22147,0.22228,0.22136,0.22199
2021-07-06,0.22198,0.22266,0.22134,0.22164
2021-07-07,0.22165,0.2217,0.22032,0.22057
2021-07-08,0.22085,0.22106,0.2196,0.22005
2021-07-09,0.22004,0.22042,0.21967,0.21997
2021-07-12,0.22001,0.22057,0.21924,0.21975
2021-07-13,0.21967,0.21975,0.2178,0.21811
2021-07-14,0.21806,0.21956,0.2177,0.21893
2021-07-15,0.21893,0.21912,0.21806,0.21831
2021-07-16,0.21831,0.21855,0.21784,0.21816
2021-07-19,0.21821,0.2183,0.21735,0.21757
2021-07-20,0.21756,0.218,0.21731,0.21773
2021-07-21,0.21773,0.21863,0.21734,0.21833
2021-07-22,0.21832,0.21935,0.21829,0.21912
2021-07-23,0.21913,0.21917,0.21846,0.21856
2021-07-26,0.2185,0.21859,0.21756,0.21781
2021-07-27,0.2178,0.21812,0.2174,0.2175
2021-07-28,0.2175,0.21784,0.21733,0.21769
2021-07-29,0.21768,0.21896,0.21745,0.21882
2021-07-30,0.21883,0.21937,0.21839,0.21882
2021-08-02,0.21899,0.21973,0.21863,0.21923
2021-08-03,0.21924,0.21995,0.21908,0.21963
2021-08-04,0.21961,0.22056,0.21949,0.22005
2021-08-05,0.22003,0.22026,0.21915,0.22019
2021-08-06,0.22017,0.22023,0.21853,0.21857
2021-08-09,0.21858,0.21915,0.21834,0.2191
2021-08-10,0.21909,0.21943,0.21826,0.21853
2021-08-11,0.21856,0.21864,0.21781,0.21836
2021-08-12,0.21836,0.21872,0.21764,0.21848
2021-08-13,0.21848,0.2191,0.21822,0.21901
2021-08-16,0.21903,0.2194,0.21886,0.21921
2021-08-17,0.21921,0.21938,0.21872,0.21912
2021-08-18,0.21912,0.21968,0.21893,0.21952
2021-08-19,0.21955,0.21959,0.21777,0.21815
2021-08-20,0.21811,0.21837,0.21763,0.2182
2021-08-23,0.21849,0.21856,0.21784,0.21817
2021-08-24,0.21816,0.21878,0.21796,0.21854
2021-08-25,0.21853,0.21902,0.21837,0.21854
2021-08-26,0.21855,0.21892,0.21836,0.21863
2021-08-27,0.21861,0.21896,0.21808,0.21854
2021-08-30,0.21857,0.21939,0.21834,0.21929
2021-08-31,0.2193,0.22149,0.21874,0.22105
2021-09-01,0.22104,0.22217,0.22086,0.2219
2021-09-02,0.22189,0.22201,0.22141,0.22166
2021-09-03,0.22165,0.22195,0.2213,0.22194
2021-09-06,0.22185,0.22189,0.2208,0.22109
2021-09-07,0.22108,0.22191,0.2208,0.22162
2021-09-08,0.22163,0.22184,0.22111,0.22136
2021-09-09,0.22135,0.22155,0.21993,0.22017
2021-09-10,0.22016,0.22038,0.21974,0.22008
2021-09-13,0.22006,0.22053,0.21957,0.21978
2021-09-14,0.21979,0.22011,0.21946,0.22004
2021-09-15,0.22004,0.22004,0.21892,0.21907
2021-09-16,0.21908,0.21937,0.21819,0.21873
2021-09-17,0.21874,0.21874,0.21766,0.21785
2021-09-20,0.21791,0.218,0.21682,0.21706
2021-09-21,0.21706,0.21748,0.216,0.21641
2021-09-22,0.21642,0.21673,0.21579,0.21627
2021-09-23,0.21627,0.21743,0.21621,0.21689
2021-09-24,0.21686,0.21725,0.21645,0.21712
2021-09-27,0.21705,0.21792,0.21676,0.21747
2021-09-28,0.21747,0.21759,0.21552,0.2157
2021-09-29,0.21571,0.21628,0.21561,0.21588
2021-09-30,0.21587,0.21792,0.21515,0.2169
2021-10-01,0.21689,0.21856,0.21671,0.21846
2021-10-04,0.21855,0.21918,0.21746,0.21759
2021-10-05,0.21762,0.21832,0.21632,0.21716
2021-10-06,0.21721,0.22,0.21592,0.21987
2021-10-07,0.21987,0.2203,0.218,0.21801
2021-10-08,0.21805,0.21806,0.21635,0.21714
2021-10-11,0.21718,0.21823,0.21662,0.21805
2021-10-12,0.21831,0.21866,0.21773,0.21817
2021-10-13,0.21827,0.21881,0.21798,0.21853
2021-10-14,0.21851,0.21914,0.21823,0.21884
2021-10-15,0.21886,0.21928,0.21838,0.21892
2021-10-18,0.21918,0.21937,0.21782,0.21812
2021-10-19,0.21811,0.21882,0.21794,0.2181
2021-10-20,0.21807,0.21848,0.2174,0.21811
2021-10-21,0.21811,0.21835,0.21697,0.21711
2021-10-22,0.21712,0.21768,0.21696,0.21739
2021-10-25,0.21734,0.21796,0.21645,0.21673
2021-10-26,0.21671,0.21754,0.21645,0.21699
2021-10-27,0.21696,0.21706,0.2161,0.21642
2021-10-28,0.21643,0.21697,0.21593,0.21643
2021-10-29,0.21639,0.21696,0.21587,0.21677
2021-11-01,0.21682,0.21705,0.21618,0.21659
2021-11-02,0.2166,0.21735,0.21617,0.21709
2021-11-03,0.21708,0.21878,0.21697,0.21819
2021-11-04,0.21819,0.21836,0.21699,0.21728
2021-11-05,0.21729,0.21781,0.21588,0.2175
2021-11-08,0.21738,0.21807,0.21736,0.21779
2021-11-09,0.21782,0.21814,0.21732,0.21774
2021-11-10,0.21772,0.21777,0.21639,0.21687
2021-11-11,0.21688,0.21712,0.21554,0.21568
2021-11-12,0.21566,0.2161,0.21505,0.21548
2021-11-15,0.21549,0.21634,0.21516,0.21545
2021-11-16,0.21543,0.21558,0.21423,0.21504
2021-11-17,0.21514,0.21521,0.21439,0.21451
2021-11-18,0.21452,0.21514,0.21387,0.21414
2021-11-19,0.21415,0.21451,0.21279,0.21315
2021-11-22,0.21304,0.2135,0.21169,0.21238
2021-11-23,0.21239,0.21306,0.21152,0.21262
2021-11-24,0.21262,0.21412,0.21257,0.21373
2021-11-25,0.21372,0.21441,0.21353,0.21379
2021-11-26,0.21375,0.21389,0.21168,0.21229
